,address,type,balance
42,1EwsujycCBfjP4TCyeVy2BMm2wkj9v75FC,pubkeyhash,2525368890339
43,1CkpfijJZUrRWg2CzZviAALsTMasCVD6Ni,pubkeyhash,2524297983933
44,1JsVdtXZHKnuzUihEjCPyRm5EEcxRjWGEh,pubkeyhash,2450000013505
45,12JXuXqTyHiQbXmEMZ9PQ6BJ5SrLo8De2t,pubkeyhash,2413939138905
46,155PdjJJDhZRnJRBftqyVAqqXGhHxGUrxy,pubkeyhash,2238800153503
47,1Gnhy34EBtz9ftQdGZooGTpVE6E9wL2VZN,pubkeyhash,2174400963903
48,3FTqJysBhSuSqo6cm8WVeQV9s5gpaABVdm,scripthash,2100001020003
49,1ESujXRiTPg1WpAmsDMFes4zUoNbfd4xei,pubkeyhash,2100000013500
50,12fZ2HxkLjG9zn1u44XYsFFYKHM4A2zCea,pubkeyhash,2084417246907
51,1LfV1tSt3KNyHpFJnAzrqsLFdeD2EvU1MK,pubkeyhash,2000000937003
52,199BUGp8n52xHvr3hHPTPrA96UkymrN58n,pubkeyhash,2000000143500
53,32ixB1aXiwgpHGHo27SMRSULajCdc7jq9Q,scripthash,1980404000000
54,1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,pubkeyhash,1941442643935
55,174CqnzqFA1cG6VZ3ktR8e7oYeFBVC719,pubkeyhash,1854896854776
56,19vWUsLH7G6yQH484r3n1GodLEoLivWHJg,pubkeyhash,1801113011502
57,17ywZpKfMjNWxuJaTBhVbGXjmVnJy27FMt,pubkeyhash,1793752640489
58,3HNSiAq7wFDaPsYDcUxNSRMD78qVcYKicw,scripthash,1670324693626
59,1MzG9Gx5G3ZTXtEQT4FJg23Cb3gS6UF982,pubkeyhash,1574555515200
60,1KwA4fS4uVuCNjCtMivE7m5ATbv93UZg8V,pubkeyhash,1503667943337
61,1LDWDufjU5ATbozDZY3uChb7oPAbDaiB7K,pubkeyhash,1500000983905
62,3DR33tna8PcPp4xGNrotKvNhbG28TUsxNR,scripthash,1450000013500
63,19ere2oJzJh81A5Q64SExDZYz54RvWHqZz,pubkeyhash,1428687973905
64,12tT4cSjRRsncwwv1YUKnbXuouaMfT5DnN,pubkeyhash,1403387957905
65,1Jkyzi2ggWuwFojmH6mEfyeniGyjQfBiVk,pubkeyhash,1400000113500
66,1Nh9MeCJEYRC2tUQemUj9JDWvMLNjUMvAQ,pubkeyhash,1316700123500
67,1GKztam9D8ZWK9GxsNoNZbVSVs9Pk1nAXp,pubkeyhash,1300005123500
68,17UUsmejDsjJEtbRcotd289ADp7ZdanH5k,pubkeyhash,1255448593028
69,17Jj4eNGBUEdBJEorViEieZ8W87ELXKgu7,pubkeyhash,1203915858732
70,19tuxqhzgwC6B9hhLHDLJkocx8LaaCS56s,pubkeyhash,1200001093908
71,15h6A2a3D31vRviBDdSpvhLtYJq3aePhdW,pubkeyhash,1187772087953
72,1Bh2eqqUEbNe5Tbi6v1NGWM1SMYDGpg2xP,pubkeyhash,1183834118844
73,1923qxU74HWWz75LgWTsPE4FT9Zyd6n6bv,pubkeyhash,1133683706675
74,1L3bHFCgh9kEM1Bc89bRbozGBjfXqkBmkk,pubkeyhash,1111100164506
75,1KvtgJRLDaoxaAA9txb7MDZMuzNdA8Lcpg,pubkeyhash,1100000013500
76,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,pubkeyhash,1077052504729
77,1FpqQnKQCgDkJFMC94JL8FpRyHTZ3uRVZ1,pubkeyhash,1068904428094
78,1FfdcppWbJ7FeQFznsjdLYNXdwMdoiTGSA,pubkeyhash,1068201946206
79,3FXFshYr97aQUizVEGwdCLNdDihWtqHsT9,scripthash,1065240030006
80,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,pubkeyhash,1000926204908
81,1GaUYQmgfJXYJBcwhQjsDXxh5bqu8aWwYa,pubkeyhash,1000174344008
82,1MeCzxxB8eDd17DaocFLQaQtH8seVjNM67,pubkeyhash,1000003288006
83,1Gg9GGQWmRk1pp4vNkMqLaEiPVNdiNvz7E,pubkeyhash,1000002501006
84,19PPeuu4jPjqtefSQ2FDgKmNJ88Z5wiuJt,pubkeyhash,1000002491003
85,15jdxjFhXUsp2xuycmKnjw8yk1WsVon69c,pubkeyhash,1000002491003
86,1C57mRcDyPt8t716FPKqs42Dny2P3Eu3c1,pubkeyhash,1000001724003
87,16Z1jD3ev9LnPkTr9LuqcLztq5ZMB8KENz,pubkeyhash,1000001714003
88,18LpE3eaXgzUc7XGTNKCgZkD4EZN4NcAbK,pubkeyhash,1000001714003
89,12dUggmXPYsPVHaHr1DoW5J6bb6gvh4yZq,pubkeyhash,1000001013904
90,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,pubkeyhash,1000001003904
91,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,pubkeyhash,1000001003904
92,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,pubkeyhash,1000001003904
93,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,pubkeyhash,1000000993904
94,1JtpgqCf3SSeCeYWEDJjkfYFH7Ruhy4Vp1,pubkeyhash,1000000993904
95,14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec,pubkeyhash,1000000993904
96,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,pubkeyhash,1000000983914
97,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,pubkeyhash,1000000983904
98,1Du2jAQsBQnkkVZkN4oqC46tS78k7WMkVq,pubkeyhash,1000000983904
99,1EBLPT7vEn7Dm7k2JCJC8KNBtrF7n59wY7,pubkeyhash,1000000982790
