,address,type,balance
61,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,pubkeyhash,1077051520822
62,1FpqQnKQCgDkJFMC94JL8FpRyHTZ3uRVZ1,pubkeyhash,1068903444187
63,1FSGpYLfoRBQjjdqLJoMyiA4nCVHfLokQd,pubkeyhash,1060000000000
64,1aXSyAGJVBki1hHHjm7TfDYNJmqjkckcA,pubkeyhash,1050000000000
65,1AhDocNNTNWFg5oiMtkeu5wUzFu5mrXfN4,pubkeyhash,1042475850000
66,1MHjZDJ6yGwAPAFoT76W3jkunxCagqFrog,pubkeyhash,1040000000000
67,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,pubkeyhash,1000925101000
68,1SKLADuZdfR722o2CBFDps5Dj77XxPuVe,pubkeyhash,1000101010101
69,18k9tin39LKegFzHe8rxSgvJXDpuMriGJq,pubkeyhash,1000000000001
70,1BQg7VnGbZubSXZf7CYtJyzmzrLb89bNCJ,pubkeyhash,1000000000000
71,1Le6MkiTvkorvC1JwYXzQUSfqA3ebzGW7N,pubkeyhash,1000000000000
72,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,pubkeyhash,1000000000000
73,1FQXnW8jDrFSWNvh7HtaEkMyehSfk9PWgN,pubkeyhash,1000000000000
74,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,pubkeyhash,1000000000000
75,1DJSiWg6Ci6DLmxZFjVNBKn9CcahLFx5gS,pubkeyhash,1000000000000
76,1Du2jAQsBQnkkVZkN4oqC46tS78k7WMkVq,pubkeyhash,1000000000000
77,1JtpgqCf3SSeCeYWEDJjkfYFH7Ruhy4Vp1,pubkeyhash,1000000000000
78,12dUggmXPYsPVHaHr1DoW5J6bb6gvh4yZq,pubkeyhash,1000000000000
79,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,pubkeyhash,1000000000000
80,18Y8RM9TxunRLmw5MMD4mzY8Q9cYdPivm6,pubkeyhash,1000000000000
81,145YHsQU7HMzkRnD5SBSuFAzQgCYnAnLkN,pubkeyhash,1000000000000
82,14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec,pubkeyhash,1000000000000
83,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,pubkeyhash,1000000000000
84,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,pubkeyhash,1000000000000
85,16TPVCpvtJ6FkV5xNKBp35aMo4BWFGxiEY,pubkeyhash,1000000000000
86,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,pubkeyhash,1000000000000
87,1EyArywoLEhFto6uKWMxA9QKXJWLTNghsz,pubkeyhash,1000000000000
88,1DZ6afvs6W2su55sZpGUHXzrzh6UyE7bmZ,pubkeyhash,992481999112
89,1MwfKa2K29eP88wBYqYZSRrfjn9AnpBxXs,pubkeyhash,985100000000
90,18uGVZ1FL967Zx6s9seTKJCo4eH9LxK4U9,pubkeyhash,976583670000
91,1AKU6fsr5amt3XAvxaYoCPDe8vkhrfk4WU,pubkeyhash,972330400000
92,1oJDbn2aFTv3mvQ9Z1zy6m2ZxZbwXoc7H,pubkeyhash,965977000000
93,1GD8Qh7ebmvdaB8Ampcq8qZqNPr78nzjSP,pubkeyhash,947877000000
94,19os1ymYYgKdciz6RyiF65WQARb3URp1fy,pubkeyhash,942400000000
95,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,pubkeyhash,926000000000
96,1P1RiPAmgQxMvFZ5AbdN9m3K1zfSKgnRpU,pubkeyhash,921028070000
97,1NoTNPjGtQPN3VX2as5vh747MZ6tKmQTeU,pubkeyhash,908143602360
98,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,pubkeyhash,899900000000
99,1QCC8M4FihHG6PpUwW35cniwxNW4sMY7iQ,pubkeyhash,878801578554
