,address,type,year,balance
44,1Em2X2E52kuxJqCxmivT5FatsaZw4woUkm,pubkey,2009,5003000000.0
45,1Gvt8z18nmRfQgvnePyECAdrhYkzoj19Fg,pubkey,2009,5000000000.0
46,1GyghYHQM4vFXNaiCHa8UUcm2jWeDYkw2u,pubkey,2009,5000000000.0
47,1GyiS1L3mg44zdJpM3FC9ckB66b2N1iJZQ,pubkey,2009,5000000000.0
48,1Gyf2jdDbrNSKahG85kFXirusRuFe6Qoro,pubkey,2009,5000000000.0
49,1GypsxDUjEH8PFbB888YLAWVLH8cu8eLka,pubkey,2009,5000000000.0
50,1GyqLQ8NHnpPQBhuuLKL6fnqBuk9MgSpQK,pubkey,2009,5000000000.0
51,1GyeTSnLLJGjMEwTtbKAyKszt9K4iUuYjH,pubkey,2009,5000000000.0
52,1GwRVrKajiWKSPuPsRTfbg9gPLdAicGZ9C,pubkey,2009,5000000000.0
53,1GyrL3okcY5ToAKnBkyV7MHsHJgVzZUnyK,pubkey,2009,5000000000.0
54,1GyXyyvrioA3EssYNQpnYCnHJfJhh2JJQv,pubkey,2009,5000000000.0
55,1GyW4bJd1bLmv9TSju6tSVqWiVQvk3TyGc,pubkey,2009,5000000000.0
56,1GyW1PDNEMuT5QgiiyKGSZeS43yWcfju71,pubkey,2009,5000000000.0
57,1GyVZDDoMxr4dzetcHfipY6w7SQwKZ4wSa,pubkey,2009,5000000000.0
58,1GyRXcn3Xu5U56Nd16a7zKwMFNFtRSUxki,pubkey,2009,5000000000.0
59,1GyKsYBqLLB3bt6TSgkP9FYB3ggcfq6ime,pubkey,2009,5000000000.0
60,1GvuAKBa8tz2cNrAtw2m8RgekZv9kjBVkn,pubkey,2009,5000000000.0
61,1GyJRX4ZtGhbPLtenmCG5zm9JByT5555L4,pubkey,2009,5000000000.0
62,1GyCVcUBxzzcTxbhg9soDVgzQRgqWiQUhx,pubkey,2009,5000000000.0
63,1GyBECxzn2KFnLXj5NNtSnuYvjruRyWLpL,pubkey,2009,5000000000.0
64,1Gy92HqYJF6gkSj8zkq9V5qZoPFx6BSydZ,pubkey,2009,5000000000.0
65,1Gyb2dbNLVoPhVEhtHZ15n7YSERSmK6QnK,pubkey,2009,5000000000.0
66,1GzAvzUHXEYrYGZfdf4mJf9aaUx72bHjuy,pubkey,2009,5000000000.0
67,1GyxaoUHoMurtmr6jDnJHwaVEHupvdhPa1,pubkey,2009,5000000000.0
68,1Gz2F36qEx6ixPH7sZ3KwsEPpAmEeDv4q9,pubkey,2009,5000000000.0
69,1GztAzNVsMAuvN2n9iTtp75hiP9nn8q6gK,pubkey,2009,5000000000.0
70,1GziBMmMBks6ZDqDu8M31JzbfwbJimNmxU,pubkey,2009,5000000000.0
71,1GzeKTdi2asrupMkfEaRYmqm5vKFE5WsCN,pubkey,2009,5000000000.0
72,1GvptiyCpSuXTcvuQ2iXXpUxub8RXEYFKA,pubkey,2009,5000000000.0
73,1GzZv3sezGnYXFJ6mr64BmRut7ogmQqRif,pubkey,2009,5000000000.0
74,1GzZTZj8ag18PAMbeK6N2mYBxco2nYnCmf,pubkey,2009,5000000000.0
75,1GzZ5ANY47K333gf6Zs7U6NWPhQfzt3AJA,pubkey,2009,5000000000.0
76,1GzXqde6qi9LuvGahdfu44xD5wsP9VpQFc,pubkey,2009,5000000000.0
77,1GzVJ3yayiFqc4xdhGiCqa15zPuGU57DZg,pubkey,2009,5000000000.0
78,1GzU6EWiC2KUPHoQru3TjRP6h3zXLhXCD9,pubkey,2009,5000000000.0
79,1GvpzFWaC5TThPxvSEn8fEiBMdHi8dTvxw,pubkey,2009,5000000000.0
80,1GzU4Lr6h5ooSuqXAyajkiHSDMKxpJVpZb,pubkey,2009,5000000000.0
81,1GvqYHB6VGpRuxZuqtpwHzao7iXmU6g5We,pubkey,2009,5000000000.0
82,1GvrM9xHaGePa9zPwYVWbGNwMC1mAW6zP3,pubkey,2009,5000000000.0
83,1GzTBQaCbpJS2WkV4iDhJ1bdCFLEd8aQYx,pubkey,2009,5000000000.0
84,1GzP4VEdQ2EMN8n6d1G7kgicAYfRXk17D,pubkey,2009,5000000000.0
85,1GzLG5WYQzeTcQRjEtUDcuPDJ4BPZ1PFe8,pubkey,2009,5000000000.0
86,1GzJ3sSxWgpjkCYpfY6NhaxAFn4tLXpWDb,pubkey,2009,5000000000.0
87,1GzFxyijqzMAXFW52Q7F7K3tDc4wU1r7Nm,pubkey,2009,5000000000.0
88,1Gy5KnZGK5GTX2uQxX45wQxfgnxYytM3qk,pubkey,2009,5000000000.0
89,1GzAXGbb8Ft3Nc2mxNdRqGb1jwg3faWrou,pubkey,2009,5000000000.0
90,1GvuqwEFHDzYHnTxRCaQwqsYFVXtcQvR5i,pubkey,2009,5000000000.0
91,1Gw2ykC3aRtnAYjk332E53LKH1KVEDfx6h,pubkey,2009,5000000000.0
92,1Gxyp3HDNwUAFT7oVwhYEGiHTFwbMDGTU7,pubkey,2009,5000000000.0
93,1Gvuw5D2gi9ZznhjdTjJReCyAtP5GtMmHe,pubkey,2009,5000000000.0
94,1Gx9f19Vzm7hdcZwf36iYdKhR57voQU3j1,pubkey,2009,5000000000.0
95,1Gx5YN6fy9tRqKDmFBhfohwXzHuXit29qQ,pubkey,2009,5000000000.0
96,1GwATx1f5TCD9mb5ugwjG5XUed9ULmfW5S,pubkey,2009,5000000000.0
97,1Gx1ertLmzyrYYvEaDPmYEPjZCnh3nDgrn,pubkey,2009,5000000000.0
98,1GwAdTx8T7x8nVxKGUQEjc6mkC45cUa73M,pubkey,2009,5000000000.0
99,1GwE3tRriRdHs3JD6TqcYHjm4N1SioCnG,pubkey,2009,5000000000.0
