,address,type,balance
61,1FFdjbL11WpK5Y7gsH5hYetXN4QjsxGU9R,pubkeyhash,1360000026900
62,1MziobuBLErusgDjB1sDDK26vfJXEMX7cN,pubkeyhash,1312314169265
63,1MHdm5XZMrfoZFoUktEaGhYevmdiXoc4x4,pubkeyhash,1295000020001
64,1FVcMfHXPp8JSCduYyELzQZf6X4tSv89ho,pubkeyhash,1258994836201
65,1AKU6fsr5amt3XAvxaYoCPDe8vkhrfk4WU,pubkeyhash,1255874120001
66,1HktZquxWcseRTkkSTPWSVtL2Cfdhus2sj,pubkeyhash,1250000110001
67,1Jd5HDN68UQB2WT3F1vvufoXgDis6t4Gxk,pubkeyhash,1240116350001
68,199TDefoSBcYK9cGPeRpYkgyDAaxDyHbhH,pubkeyhash,1210020150001
69,17Jj4eNGBUEdBJEorViEieZ8W87ELXKgu7,pubkeyhash,1203914911728
70,143mSq8381Q1HmPUodkVdkFpeNBDCSnDhD,pubkeyhash,1200001000000
71,1DvQK76mtuYjkrwSnW2tZPyjby8wAFRjEy,pubkeyhash,1138299936900
72,1LizTeRZKA2MhdjjzCcFpvqfSRYSunrCsW,pubkeyhash,1100040046901
73,1HxoFaq36tAvAsXMzwcmRDoBK6CTZiek4C,pubkeyhash,1100010056901
74,1ChEiRkykJ1bQbEZ8kM6FGrNGJYFbAqo2f,pubkeyhash,1096500026900
75,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,pubkeyhash,1077051557723
76,1FpqQnKQCgDkJFMC94JL8FpRyHTZ3uRVZ1,pubkeyhash,1068903481088
77,1BnkEt2ceoVhnQVrqeAzigcroQ6MVyxFey,pubkeyhash,1013291928005
78,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,pubkeyhash,1000925247902
79,1GaUYQmgfJXYJBcwhQjsDXxh5bqu8aWwYa,pubkeyhash,1000173397002
80,145YHsQU7HMzkRnD5SBSuFAzQgCYnAnLkN,pubkeyhash,1000000083801
81,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,pubkeyhash,1000000066901
82,1DJSiWg6Ci6DLmxZFjVNBKn9CcahLFx5gS,pubkeyhash,1000000056901
83,12dUggmXPYsPVHaHr1DoW5J6bb6gvh4yZq,pubkeyhash,1000000056901
84,1Le6MkiTvkorvC1JwYXzQUSfqA3ebzGW7N,pubkeyhash,1000000056901
85,1Du2jAQsBQnkkVZkN4oqC46tS78k7WMkVq,pubkeyhash,1000000056901
86,1JtpgqCf3SSeCeYWEDJjkfYFH7Ruhy4Vp1,pubkeyhash,1000000056901
87,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,pubkeyhash,1000000056901
88,1EyArywoLEhFto6uKWMxA9QKXJWLTNghsz,pubkeyhash,1000000056901
89,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,pubkeyhash,1000000056901
90,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,pubkeyhash,1000000056901
91,14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec,pubkeyhash,1000000046901
92,18k9tin39LKegFzHe8rxSgvJXDpuMriGJq,pubkeyhash,1000000036902
93,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,pubkeyhash,1000000036901
94,16qBQ6cs4R76gwAF85XF8tdxscz8fGjoJr,pubkeyhash,1000000036901
95,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,pubkeyhash,1000000036901
96,1NN2bPz6gLYx7cquCscw918npUVBdD9Lmu,pubkeyhash,1000000036901
97,18BgWxZRdoCc21tdDPTNuEqREAofBnwG7M,pubkeyhash,1000000036901
98,1AM5xJLHAenvTdzRDh6rv5TUFJm84W4uvT,pubkeyhash,1000000036901
99,189ivm7yVJrktRWE7KwcxrU27U3SMCh6mp,pubkeyhash,1000000000000
