,address,type,balance
28,1GicJdJjH8QSurn7XxGDkBGg5DooSbcTF3,pubkeyhash,15000000000
29,1C16qVq3kZpfjCXAKvrrppqxNmRcnfbFdu,pubkey,15000000000
30,1C3J4uWTdpc3NoJWsCqdpqEjSViyxRXkF,pubkey,15000000000
31,1CHE5JRfc5mr8ZtVUP7nnsS5HC4bWcXoc6,pubkeyhash,11901000000
32,18L8V7DaFBjAbzF5rzmZqCym31KAbjDQXC,pubkey,10000000000
33,133fZZzNNbHL5VSuCWrUkLW2oL9ZPJELbY,pubkey,10000000000
34,1GZ274NgVCafuwK1LrnAirzKGt4FxENEqK,pubkeyhash,10000000000
35,1tQt2rU1ZPp54nWdj7WtL8aK1vVLhnpsP,pubkey,9999000000
36,1JuEjh9znXwqsy5RrnKqgzqY4Ldg7rnj5n,pubkeyhash,8251000000
37,1BBz9Z15YpELQ4QP5sEKb1SwxkcmPb5TMs,pubkey,6100000000
38,15pAxcnYHxT4Ljn4DG1RjKH2aUdxYMtXjg,pubkey,5201000000
39,1GuZEDBkrfGfyKyTHRUVcdkeGCUDLrKbeT,pubkey,5022000000
40,1GEYpSxwYTH9poKaYrY4g7WaRVqFtSWYVJ,pubkey,5014000000
41,1JYcpi9aYTSv2TjNQ7vgFT76cVdgER4BPN,pubkey,5012000000
42,1JRgRbqwfpg9esiHzTepjkQYn42D2dfon4,pubkey,5012000000
43,1NCAAhBrDYVCMkZsJ7gicDuD1HS2qZeZd5,pubkey,5010000000
44,1Em2X2E52kuxJqCxmivT5FatsaZw4woUkm,pubkey,5003000000
45,1GYJzd2FqPdrH9EUiWK585seP14WGQ8K9X,pubkey,5000000000
46,19TUn9VcHeePvHJo6FkC6Rnuwnp5n4yT88,pubkey,5000000000
47,1Bmh9fkaCxP3XfYFURZwa1oUSv5hS6MdSF,pubkey,5000000000
48,16b6SJPXVwLadL25n1i9eVfZSiTdDUcB3K,pubkey,5000000000
49,1Dc7NUeohUaujaqzcUg9XQ7YLzSGjn1FRG,pubkey,5000000000
50,1MuxwaTaTbPnJg8arDfucwX5RAEDa2kcuY,pubkey,5000000000
51,19GuimbkXuHtVtzwhhSSFZGTu9VVSrwhL1,pubkey,5000000000
52,1MACkyJGa8CvXVTdXuaW9i8Snwg7ZjMAJk,pubkey,5000000000
53,1KpkxK1e5ZfsDmUcdbZTe9Jc4EgfGYmnoB,pubkey,5000000000
54,1LZaCLKvN2XAc6K9vkDAbA8XZitRo97yuu,pubkey,5000000000
55,19Pu9pMkZTTM117tNfFsT8HaAn346DtwNb,pubkey,5000000000
56,1GX3vCuja9vXbRGWxB5dUY3Jjnh1jWmpst,pubkey,5000000000
57,14JwKvKoJiFeJ6LDeCjDtA3mCQZxkTiWtz,pubkey,5000000000
58,16GDLtgWR5R6p1aJBDbZPGYTsX8tfR8NeE,pubkey,5000000000
59,1MjuuLc8MMzYn8vpWMZCXX2H91bgDvg3fY,pubkey,5000000000
60,1AphExDFx7TXcYQP5X4SaSYvoUmqYGC4TD,pubkey,5000000000
61,1G1VFTFyv4z8rnJt5hBzr2ZxVABVjYNiEF,pubkey,5000000000
62,1F5qTrHTyMujAsXeXYSGgQfBuHeFG5S1Gx,pubkey,5000000000
63,18RXG5o4g2dqZKbhorDcMAZHDdY5hn5V86,pubkey,5000000000
64,1KYPjF9XHvbFZUVtNxkCY1tT4u1dNhpTiS,pubkey,5000000000
65,1MWt1XgnoyCYtRKKZYTsK4T2nNyRfbbMuf,pubkey,5000000000
66,1Dt4PRm22rRbkX2yiwvtPNT1gRyJWQN8dx,pubkey,5000000000
67,159wVUxWwcfXnjr5wqpZ9bv38E1eHbMLE1,pubkey,5000000000
68,1MweX8SuKPTUxPqYvRjrbQhvr7Fsethfuk,pubkey,5000000000
69,1K8KgrPE3MJGKZMZEBp2RZRYr4K4pxBgFi,pubkey,5000000000
70,1DfMyTzLbE15FdS4DTNsXdS3sp3kbY5ziD,pubkey,5000000000
71,13wnYPGeLhUMQqFViDLxM5WP6pfUyKFNoi,pubkey,5000000000
72,17zfr42mydTsP9VuLFTDZDzFXkgAFgTQ6v,pubkey,5000000000
73,1nMfXKaaG1a3EQvFteji6U8uhANZWUtM1,pubkey,5000000000
74,181nKUkXpF52K2iW6k9Km4oHBiheMeNS1n,pubkey,5000000000
75,1TnD9K55QcZZboJVaj7NePEAjHwYZhHBs,pubkey,5000000000
76,1EY6DQ1FZM3iVGWQWkEHdbmzeauqFJhrUm,pubkey,5000000000
77,1DMVjWk53ceg2b2xW76YkVG5czSxsNhhcf,pubkey,5000000000
78,19oENeae4WytzbebBonL44PGoRSVykADMT,pubkey,5000000000
79,1GBajDEFepQNeqkcK13QWyqhsqQxjWa35T,pubkey,5000000000
80,1PTyvFKj4x2ptBC9RHD9xT2Fd7YkZR7vBH,pubkey,5000000000
81,1Fu4TbNXxVy7q3gxES4wA5Lra9ePtbYJQj,pubkey,5000000000
82,1CR1Zmq4ztuvPgStHn4TQnr87Y3MyaChVz,pubkey,5000000000
83,1F4zpJYRps96CN9UyzoY2kKw868rMmcPVR,pubkey,5000000000
84,1GpWmxcdeTVQz84XPn4RBV58LVaKaGyHyf,pubkey,5000000000
85,1GkcAxfoSwpsWjyvekHu19rQ3fDz8pYaQn,pubkey,5000000000
86,1F9dwBsBstrMzyry7Jv2iXADcWHzEKPusV,pubkey,5000000000
87,18gNkg5cDLD9kVgKqTj3qnRuZtJqHNsXCh,pubkey,5000000000
88,18zi5aB2XuJRH8oCWoM1JmPUYR9xf73Hha,pubkey,5000000000
89,1BBHTTuMs3HRHkgtxKqmMoksjk7g11V4i6,pubkey,5000000000
90,1LTkBWotNX4ubJJvM43Xa51dzifpznLtZX,pubkey,5000000000
91,183CNKu1eSKuD5GP5j5dfgK8Da11prJdpa,pubkey,5000000000
92,1B35N5ZFG32ivmPtRtDCSDVMaBDmH1cHDp,pubkey,5000000000
93,1JQpGbmKkXH4yt4VGXNp4YskYCJuQDWT4H,pubkey,5000000000
94,12sfTRnLhajHqk1Gptz3o5LEwDwasgyhSU,pubkey,5000000000
95,1Po1b27dVXkmyQdKXk5AvHUzdgEk5MvMvC,pubkey,5000000000
96,1EZAA5vVWhaE51MjtqnS7txPGfMEXFk2xK,pubkey,5000000000
97,18epLUZzLV16FimDK3sZvqHSHw3hk3111i,pubkey,5000000000
98,13FMvP1eY9uVqdmPWVUGDppo4qhVNMJH4W,pubkey,5000000000
99,1Ehp5zjvLmQqeeAD7e5NWS7JRMEY6wy8gW,pubkey,5000000000
