,address,type,balance
29,18qXSkiudy9dBNB7eYQJR689vqkjATnSCt,pubkeyhash,1505726000000
30,14HpieZ4xQGfSfZ3CNNBW6qp94ShDvPYbj,pubkeyhash,1500000000000
31,12JQ6hfg2s31XLbfeSKtKKFoHXaBGJJH5W,pubkeyhash,1500000000000
32,1DBTHzQSLhLepXrP4mziuiGGQvokKXcEcS,pubkeyhash,1500000000000
33,1Cq37WXRrYTy3wh9swEcDoRHgdrvDL2Wrc,pubkeyhash,1460000000000
34,14iESWwr9hLugqVD6bGVGCUjindHEweiH4,pubkeyhash,1385036000000
35,12vZ9sYVvRmUhLQi5iEdF8qYVcdgcQ57vp,pubkeyhash,1380000000000
36,1BeLzz6PK942LYuhNjB7SUcqS9DShViTmb,pubkeyhash,1350000000000
37,18sFHF3eD25uSRrASfoPBKBaTHjk3N1cWc,pubkeyhash,1300000000000
38,1ELScvQWtQVj219DhcNafgZrDqtR6gX6Vd,pubkeyhash,1300000000000
39,1LGThcZhhRaPcQv6JCyUCjrzhmLwSwoN4G,pubkeyhash,1275000000000
40,18CuCQzQ1PVVX81nK6QeRZi5PRrtcafAb8,pubkeyhash,1235002000000
41,14FFkuMVpRFjSb5dqPRophkYfmaXDEYhTA,pubkeyhash,1220000000000
42,1HYGzEjtQsmrhBAf19nd9eNvcz34RAzhRc,pubkeyhash,1130000000000
43,1PCUVVwKJXQNY357WvKCAbZefLyZbwdb4y,pubkeyhash,1125004000000
44,141tFf7wKP8MpC48TYoWi7MeQcQVxFJ9LT,pubkeyhash,1100000000000
45,1BMT9FXbKQc9f6PWFZeKKbtPEd5JSSwLVH,pubkeyhash,1067208000000
46,14xZRjQBVj78mmpz1hQFBtbTtN8aeeoN4x,pubkeyhash,1050005000000
47,1JtpgqCf3SSeCeYWEDJjkfYFH7Ruhy4Vp1,pubkeyhash,1000000000000
48,1JZzZWdEbnrYa9ZfmWR2L3msBuDpW3WTso,pubkeyhash,1000000000000
49,194UU2RxAV7wZJ3bUTpQ8TeRReUSASrHU6,pubkeyhash,1000000000000
50,12dUggmXPYsPVHaHr1DoW5J6bb6gvh4yZq,pubkeyhash,1000000000000
51,1LUPDXYf9XD9Ee1AqCuM3gZCA3ZMKgTcgw,pubkeyhash,1000000000000
52,12DZjBLZQpU2pJGqNfuQscMMkxfTe2ozzN,pubkeyhash,1000000000000
53,1BsRzg8hTfKXbywbXuaGbzHSsYtcwwXVtZ,pubkeyhash,1000000000000
54,1ETcR4GvfRENL4Q3V1GLBzpJ7j2dNbRyuC,pubkeyhash,1000000000000
55,1DD2LnxQQZKjhdAgoEvrju58yrt2BYaLUw,pubkeyhash,1000000000000
56,1Du2jAQsBQnkkVZkN4oqC46tS78k7WMkVq,pubkeyhash,1000000000000
57,19vcWM6EEbQHVdN2W8NXv9ySgsPjbZ6gU3,pubkeyhash,1000000000000
58,16HC2oNNjmhXgGqf4YYZwSfRK4meVpAGm7,pubkeyhash,944400000000
59,1U1jTCGkQYRaDVStZdDHMFWUMoSJi4HSc,pubkeyhash,942424905919
60,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,pubkeyhash,926000000000
61,1KCg9DuHYQgH7jkmLanCJioU3DrDawy4ab,pubkeyhash,900000000000
62,1Lu18Yf1KXBCvQw4C9MGRkHyw3CW3W3UTP,pubkeyhash,900000000000
63,1Jfz35JognNZRLAKbp8BnCuUWMmExQotf7,pubkeyhash,900000000000
64,167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg,pubkeyhash,899900000000
65,1MFA2FzeHgNRY5dGGiQtPxJx3LEKBit7UP,pubkeyhash,891010000000
66,13uraL1Maba7obbhkdB4pjsqMyvqrcTeeD,pubkeyhash,890000000000
67,17Drr5GZf7q4WGphHKg3uUxaesEcPw92FX,pubkeyhash,873322000000
68,129GMPhks7k5bQnNJM4byLb4bE9nHCBSqP,pubkeyhash,844900000000
69,1PPdLQSYf6yCZzq2REHpVN7nvYxsRyvNYn,pubkeyhash,833333000000
70,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,pubkeyhash,800000000000
71,1JGRGawZf1rZN291vFJe3SeTdr19tG5E1a,pubkeyhash,800000000000
72,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,pubkeyhash,794106000000
73,1FQtCEEEiLuFTvhbx4Z5fda3GXV5xXzmfN,pubkeyhash,754205000000
74,1Np76jjwkXE5eEyYPrPrpYde1qnfZkC3CX,pubkeyhash,753000000000
75,1L3gCzSsw6VYx8gKaswp7tMPFni8shCbe9,pubkeyhash,750000000000
76,18ShHDufPcxfNZr4rArogTUCF2GmkJiSCV,pubkeyhash,737200000000
77,1LwhuPYdSGLxpEhtogRQSLM5i2CASWEvjN,pubkeyhash,725000000000
78,1AkJeFNUhmXwQKsrXqE5WNpUhn21Qi3BEW,pubkeyhash,720000000000
79,18hCbLkRR7NpvES4Ufn5JGLLmCgLNeCErT,pubkeyhash,700142000000
80,1FJuzzQFVMbiMGw6JtcXefdD64amy7mSCF,pubkeyhash,699900000000
81,16b3L5eiyFny9nggwmAjbtx6b4xjwJfu8y,pubkeyhash,690000000000
82,16xdskMQrXmCredNtxsKN9mTpUZWmyQbH,pubkeyhash,690000000000
83,1FjSGe2yeJhbFbygCcNiNsq4wgz7TyyNjN,pubkeyhash,674263000000
84,1AQecMZgiHoynEk6nvLz83TXDhFazgpoRm,pubkeyhash,670500000000
85,1LgsbKRKTcw7gYohUwntSUh6rtEWShxSH8,pubkeyhash,670014000000
86,1EC7bX9TucqzKL4aCRQb5UhsgdxdSn2w4z,pubkeyhash,667988000000
87,1F5iTDY3rxSnmcGabYje9pdsp51UNNgD9W,pubkeyhash,662500000000
88,1HAJRJQQwnjSXco31bppN27tueMoVPVFNe,pubkeyhash,660000000000
89,1MbcZkfjkWdEEeC9r5pq5XRBDRcKUCsg9h,pubkeyhash,640000000000
90,1GNyLtivKQrL32S31WswWKVhSvUugGoq9S,pubkeyhash,606274000000
91,19p9H8VoMKdDSTeQLKhK1KzvemYKmBJxvi,pubkeyhash,605000000000
92,1AAe9AdkKcffFyrF7zPQYS3XDcRws8c3qk,pubkeyhash,600000000000
93,15J5MZxBkbo88hfHbY96UEDdWWtTJKTBgj,pubkeyhash,590000000000
94,1DYckEHrV5F9rwCTrSZ7HiZYKXjPMephMS,pubkeyhash,585000000000
95,1FzXk5BaQ5ePWupGL6At2yhkkPjtXfC8L7,pubkeyhash,567800000000
96,17eyJzNfgvXGxgF2EpabveZyFpe3XcRvL3,pubkeyhash,560081000000
97,1KCNLT1tnsNZsrfddUA7VrqmytLfyjTToY,pubkeyhash,520000000000
98,1912dTRENGVY39jGxj66LB8g9hzowzLw38,pubkeyhash,500000000000
99,16g5k7Dx5gqCsNdbfbRntXUnxGhDCpXwKU,pubkeyhash,500000000000
